English,Dutch
subliminal,
submarine,
submerged,
submersible,
submission,onderwerping
submit,voorleggen
subordinate,
subordination,
subplot,
subpoena,
subscribe,abonneren
subscription,
subsequence,
subsequent,
subsequently,vervolgens
subset,
subside,
subsidence,
subsidiary,
subsidize,
subsidy,subsidie
subsist,
subsistence,
subsoil,
substance,stof
substantially,wezenlijk
substantiate,
substantive,
substitute,substituut
substituted,
substitution,vervanging
substructure,
subterranean,
subtle,
subtlety,
subtract,aftrekken
subtraction,
subtype,
suburb,
suburban,
suburbs,
subversion,
subversive,
subvert,
subway,metro
succeed,slagen
succeeding,
success,succes
successful,geslaagd
succession,
successive,
successor,
succinct,
succulent,
succumb,
suck,zuigen
sucker,zuignap
sucking,
suckling,
suction,
sudden,plotseling
suddenly,plotseling
sue,
suffer,lijden
sufferer,
suffering,
suffice,
sufficiency,
sufficient,voldoende
sufficiently,
suffix,achtervoegsel
suffocating,
suffocation,
sugar,suiker
suggest,suggereren
suggestion,suggestie
suggestive,
suicidal,
suicide,
suit,pak
suitable,
suite,
suitor,
sullen,nors
sulphur,
sultan,
sultry,
sum,som
summarily,
summarize,
summary,overzicht
summation,sommering
summer,zomer
summit,
summon,
summons,dagvaarding
sumo,
sump,
sumptuous,
sun,zon
sunbeam,
sundial,
sundown,
sundry,
sunglass,
sunglasses,zonnebril
sunk,
sunless,
sunlight,
sunny,
sunrise,
sunset,zonsondergang
sunshine,
superannuation,
superb,
superficial,
superfluous,overbodig
superhuman,
superimposed,
superintendent,
superior,
superiority,
superlative,
superman,
supermarket,
supernatant,
supernatural,
superposition,
supersede,
superstar,
superstition,
superstitious,
supervise,
supervision,
supervisor,
supper,avondmaal
supplant,
supple,
supplement,
supplemental,
supplementary,aanvullend
supplication,
supplies,supplies
supply,levering
supported,
supporter,
supporters,
supporting,ondersteunen
suppose,veronderstellen
supposing,
supposition,
suppress,
suppression,
supremacy,
supreme,
supremely,
surcharge,toeslag
surety,
surf,
surface,oppervlak
surge,
surgeon,chirurg
surgery,chirurgie
surly,
surmise,
surname,
surpassing,
surplus,overschot
surprise,verrassing
surprised,verwonderd
surprising,
surprisingly,
surrender,overgave
surrendering,
surrogate,
surround,omringen
surrounding,
surroundings,
surveillance,
survey,overzicht
surveying,
surveyor,
survival,
survive,overleven
surviving,
susceptibility,
susceptible,
suspect,verdachte
suspected,
suspend,
suspended,
suspenders,
suspense,
suspension,opschorting
suspicion,wantrouwen
suspicions,
suspicious,achterdochtig
sustained,
sustenance,
suture,
swab,zwabber
swag,
swagger,
swallow,slikken
swamp,
swamped,
swampy,moerassig
swan,
swap,
swarm,
swarming,
swastika,
sway,
swear,zweren
swearing,
sweat,zweet
sweater,trui
sweating,
sweep,vegen
sweeping,
sweet,zoet
sweeten,verzoeten
sweetened,
sweetener,
sweetheart,geliefde
sweetie,geliefde
sweetness,
sweets,
swell,deining
swelling,
sweltering,
swerve,
swift,
swiftly,
swig,
swim,zwemmen
swimming,zwemmen
swine,
swing,schommel
swinging,
swish,
switch,schakelaar
swivel,
swollen,
swoon,
swoop,
sword,zwaard
syllable,
syllabus,
symbol,
symbolic,
symbolically,
symbolism,
symbolize,
symmetric,
symmetrical,
symmetry,
sympathetic,sympathiek
sympathize,
sympathy,sympathie
symphony,
symptom,
symptomatic,
synagogue,
synchronize,
synchronous,
syncope,
syndicate,
synergistic,
synergy,
synod,
synonym,
synonymous,
synopsis,
synoptic,
syntax,syntaxis
synthesis,
synthetic,
syringe,
syrup,
system,systeem
systematic,
systematically,
tabby,
tabernacle,
table,tafel
tableau,
tablespoon,
tablet,tablet
tableware,
taboo,
tabular,
tabulate,
tabulation,
tachometer,
tacit,
tack,
tackle,aanpakken
tackling,aanpakken
tacky,
tact,
tactics,
tactile,
taffeta,
taffy,
tag,label
tail,staart
tailed,
tailings,
tailor,kleermaker
tailoring,
taint,
taker,nemer
tale,
talent,
talented,
talisman,
talk,praten
talkative,
talker,
tall,hoog
tallies,
tallow,
tally,
talons,
tambourine,
taming,
tan,bruinen
tandem,
tang,geurtje
tangent,
tangle,
tangled,
tank,
tanned,
tantalizing,
tantamount,
tap,tap
tape,
taper,taps
tapering,spits toelopend
tapestry,
tar,
tardiness,
tardy,
target,doelwit
tariff,
tarnish,
tarry,
tart,
tartan,
tartar,
task,taak
tassel,
taste,smaak
tasteful,smaakvol
tasteless,
tasting,
tasty,
tat,
tattoo,
taught,
taunt,
taut,
tavern,
tawny,
tax,belasting
taxicab,
taxonomy,taxonomie
tea,thee
teach,leren
teacher,leraar
teaching,
team,team
tearful,
tease,
teaser,
teasing,
teat,
technical,
technicality,
technician,technicus
technology,technologie
ted,
tedious,vervelend
tedium,
teeming,
teens,
teeth,gebit
teflon,
telegram,
telegraph,telegraaf
telephone,telefoon
telescope,
telescopic,
television,televisie
teller,
telling,
telltale,
temper,humeur
tempera,
temperament,
temperance,
temperate,gematigd
temperature,temperatuur
tempered,
tempest,
temple,tempel
temporal,
temporarily,tijdelijk
temporary,
tempt,verleiden
temptation,verleiding
tempting,
ten,tien
tenable,
tenacious,
tenacity,
tenancy,
tenant,huurder
tendency,neiging
tender,tender
tenderness,
tending,
tendon,
tenement,
tenet,
tenets,
tenfold,
tennis,tennis
tense,
tensile,rekbaar
tension,
tent,tent
tentacle,
tentative,
tenth,tiende
tenths,
tenuous,
tenure,
tepid,
term,term
terminal,terminal
terminate,beëindigen
termination,einde
terminus,
termite,
terms,termen
tern,
ternary,
terrace,
terrestrial,
terrible,verschrikkelijk
terribly,
terrier,
terrific,
territorial,
territory,
terror,
terrorism,
terrorist,
terrorize,
terse,
tertiary,
test,test
testament,
testify,
testimonial,
testimony,
tetanus,
tether,ketting
tethered,
tetrahedral,
text,tekst
textbook,
textile,
textural,
texture,
thankful,
thanksgiving,dankzegging
thatch,
thaw,dooi
theater,theater
theatrical,theater-
theft,
theism,
theistic,
theme,
theocracy,
theocratic,
theologian,
theological,
theology,
theorem,
theoretical,
theory,
therapeutic,
therapeutics,
thereabouts,
thereof,
therewith,
thermal,
thermocouple,
thermodynamics,
thermometer,
thermostat,
thesaurus,
thesis,
thick,dik
thicken,verdikken
thickening,
thicket,
thickness,
thief,dief
thimble,
thin,dun
thing,ding
things,dingen
thinker,
thinking,
thirds,
thirst,dorst
thirsty,
thirteen,dertien
thirteenth,
thistle,
thither,
thong,riem
thorn,doorn
thorny,
thoroughbred,
thoroughfare,
thought,gedachte
thoughtful,nadenkend
thoughtfulness,
thoughtless,
thoughts,
thousand,duizend
thrash,
thread,draad
threat,bedreiging
threaten,bedreigen
threatening,dreigend
threefold,
thresh,
threshold,drempel
thrice,
thrift,spaarzaamheid
thrifty,
thrill,
thrilling,
thriving,
throat,keel
throb,
throbbing,
throne,
throng,
throttle,
throw,gooien
thrush,spruw
thrust,
thud,
thug,
thumb,duim
thump,
thumping,
thunder,donder
thunderbolt,
thundering,
thunderstorm,onweer
thwart,
thyme,tijm
tiara,
tick,
ticker,
ticket,ticket
tickle,
ticklish,
tidal,
tidbit,
tide,getij
tidings,
tie,stropdas
tier,rij
tiff,
tiger,tijger
tighten,verscherpen
tightness,
tights,
tilde,
tile,tegel
tiling,
till,tot
tillage,
tiller,
tilt,kantelen
tilting,
timber,hout
timberland,
timbre,
time,tijd
timeliness,tijdigheid
timely,
timepiece,
timid,
timidity,
tin,tin
tincture,
tine,
tinge,
tingle,
tingling,
tinker,
tinkering,
tinnitus,
tinsel,
tint,
tiny,klein
tip,tip
tipsy,
tirade,
tire,band
tired,moe
tiredness,
tiresome,
tissue,
tit,mees
titanic,
tithe,
title,titel
titled,
titty,titty
titular,
toad,
toast,
tobacco,tabak
toby,
tod,
today,vandaag
toe,teen
toga,
toil,
toilet,toilet
toils,
token,
tolerance,tolerantie
tolerant,
tolerate,
toleration,
toll,
tomahawk,
tomb,
tomcat,
tome,
tomorrow,morgen
ton,ton
tone,toon
tong,
tongs,
tongue,tong
tonic,
tonnage,
tonsils,
tooling,
tooth,tand
toothache,
toothed,
toothless,
top,top
topaz,
topic,
topical,
topographic,
topographical,
topography,
topple,
tor,
torch,fakkel
torment,
torn,
tornado,
torpedo,
torrent,
torrid,
torsion,
torso,
tort,
tortious,
tortoise,
tortuous,
torture,
toss,
total,totaal
totality,
totally,
tote,
totem,
touch,aanraken
touched,
touching,
touchy,
tough,taai
toughness,
tour,tour
tourist,toerist
tourmaline,
tournament,
tourniquet,
tout,
tow,
towel,handdoek
tower,toren
towering,
town,stad
townhouse,
toxic,giftig
toxicology,
toxin,
toy,speelbal
trace,spoor
traces,
trachea,
tracing,
track,spoor
tract,
tractable,
traction,
tractor,
trade,handel
trader,
tradesman,
trading,handel
tradition,traditie
traditional,
traffic,verkeer
tragedy,
tragic,
trail,
train,trein
trained,
trainer,trainer
training,opleiding
trait,
traitor,verrader
trajectory,
tram,
tramp,
tramway,
trance,trance
tranquil,
tranquility,
transact,
transaction,
transatlantic,
transcendence,
transcendent,
transcendental,
transcribe,
transcriber,
transcript,
transcription,
transfer,overdracht
transference,
transferred,
transfixed,
transform,
transformation,
transfusion,
transgression,
transient,
transit,
transition,
transitional,
transitive,
transitory,
translate,vertalen
translation,vertaling
translocation,
translucent,
transmission,transmissie
transmit,
transmutation,
transom,
transparency,
transparent,doorzichtig
transplant,
transplantation,
transport,
transportation,vervoer
transpose,
transposition,
transverse,
trap,val
trapping,
trappings,tooi
traps,
trash,uitschot
trashy,
traumatic,
travail,
travel,reizen
traveler,
traveling,
traverse,
travesty,travestie
trawl,
trawler,
tray,dienblad
treacherous,
treachery,
tread,
treadmill,
treason,
treasure,schat
treasurer,
treasury,schatkist
treat,behandelen
treatise,
treatment,behandeling
treaty,
treble,
tree,boom
trek,
trellis,
tremble,beven
trembling,
tremendous,
tremendously,
tremor,
trench,
trend,trend
trending,
trendy,
trepidation,
trespass,
triad,
triangle,driehoek
triangular,
tribe,stam
tribulation,
tribunal,
tribune,
tributary,
tribute,
trick,truc
trickery,
trickle,
tricky,
tricycle,
trident,
trifle,
trig,
trigger,
trigonometry,
trillion,
trim,
trimmer,
trimming,
trine,
trinity,
trio,
trip,trip
tripartite,
triple,
triplet,
triplicate,
tripod,
tripping,struikelen
trite,
tritium,
triumph,
triumphant,
troll,
trolley,
trombone,trombone
troop,
trooper,
troops,
trophy,
tropical,
trot,
troublesome,
trough,
troupe,
trousers,
trout,
trowel,
truce,
truck,truck
TRUE,TRUE
truism,
trump,
trumpet,
trumpeter,
truncate,
truncated,
trundle,
trunk,romp
truss,
trust,vertrouwen
trustee,
trusty,
truth,waarheid
truthful,
truthfulness,
tryout,
tub,
tube,buis
tubular,
tubule,
tuck,
tucker,
tufted,
tug,
tuition,
tulip,
tumble,tuimelen
tumbler,
tumor,
tumour,
tumult,
tumultuous,
tun,
tuna,
tunable,
tune,afstemmen
tunic,
tuning,stemming
tunnel,
turban,
turbidity,
turbine,
turbulence,
turbulent,
turf,
turmeric,
turmoil,
turn,beurt
turning,draai
turnkey,
turnpike,
turntable,
turquoise,turkoois
turret,
turtleneck,
tussle,
tutelage,
tutor,
tweak,
twelfth,twaalfde
twelve,twaalf
twentieth,twintigste
twenty,twintig
twig,
twilight,
twill,
twin,
twine,
twinkle,
twins,
twist,twist
twisted,
twitch,
twofold,
tycoon,
type,type
typewriter,
typhoon,
typically,typisch
typist,
typography,
tyrannical,
tyranny,
tyrant,
tyre,
ubiquitous,
ubiquity,
ugliness,
ugly,lelijk
ulcer,
ulterior,
ultimate,uiteindelijke
ultimately,tenslotte
ultimatum,
ultimo,
ultraviolet,
umbilical,
umbra,
umbrella,paraplu
umpire,
unabashed,
unabated,
unable,
unacceptable,
unaccompanied,
unaccountable,
unacknowledged,
unadulterated,
unaided,
unaltered,
unambiguous,ondubbelzinnig
unanimity,
unanimous,
unanimously,
unanticipated,
unapproved,unapproved
unarmed,
unassisted,
unassuming,
unattached,
unattainable,
unattended,
unattractive,
unauthorized,onbevoegd
unavoidable,
unaware,
unbalanced,
unbearable,
unbeaten,
unbelief,
unbelievable,
unbiased,
unborn,
unbound,
unbounded,
unbreakable,
unbridled,
unbroken,
uncanny,
uncaring,
uncertain,
uncertainty,
unchallenged,
unchangeable,
unchanged,
unclaimed,
uncle,oom
unclean,onrein
uncomfortable,ongemakkelijk
uncommon,
uncommonly,
uncompromising,
unconcerned,
unconfirmed,
unconnected,
unconscionable,
unconscious,
unconsciousness,
unconstitutional,
unconstrained,
uncontested,
uncontrollable,
uncontrolled,
unconventional,
unconvinced,
uncooked,
uncorrelated,
uncover,
uncritical,
uncut,
undecided,
undefined,
undeniable,
undercover,
undercurrent,
underestimate,onderschatten
undergo,
undergraduate,
underground,
underlie,
underline,onderstrepen
undermined,
underneath,onder
underpaid,
underpants,
underscore,
undersized,
understanding,begrip
understood,begrijpelijk
undertake,
undertaker,
undertaking,
underwood,
underwrite,
underwriter,
undeserved,
undesirable,
undesired,
undeveloped,
undirected,
undisclosed,
undiscovered,
undisputed,
undisturbed,
undivided,
undo,ongedaan maken
undoing,
undoubted,
undress,
undressed,
undue,
undying,
unearned,
unearth,
uneasiness,
uneasy,
uneducated,
unemployed,
unencumbered,
unending,
unequal,
unequalled,
unequivocal,
unequivocally,
uneven,
uneventful,
unexpected,
unexpectedly,
unexplained,
unexplored,
unfailing,
unfair,
unfairness,
unfaithful,
unfamiliar,
unfavorable,
unfettered,
unfinished,
unflinching,
unfold,
unforeseen,
unforgiving,
unfortunate,
unfriendly,
unfulfilled,
unfurnished,
ungodly,
ungrateful,
unguarded,
unhappiness,
unhappy,
unharmed,
unhealthy,
unhindered,
unholy,
unicorn,
unification,
uniform,uniform
uniformity,
uniformly,
unimaginable,
unimportant,
unimpressed,
unimproved,
uninfected,
uninformed,
uninhabited,
uninitiated,
uninspired,
unintelligible,
unintended,
unintentional,
unintentionally,
uninterested,
uninteresting,
uninterrupted,
uninvited,
union,unie
unique,
unison,
unit,unit
unitary,
unite,verenigen
united,
unity,eenheid
universal,universeel
universality,
universe,heelal
university,universiteit
unjust,
unjustifiable,
unjustified,ongerechtvaardigd
unkind,
unknowable,
unknown,onbekend
unlawful,
unleash,
unlicensed,
unlike,
unlimited,onbeperkt
unload,uitladen
unloaded,
unlock,
unlucky,
unmanageable,
unmarked,
unmarried,
unmask,
unmatched,
unmistakable,
unmitigated,
unmoved,
unnamed,
unnatural,
unnecessary,onnodig
unneeded,onnodige
unnoticed,
unnumbered,
unobserved,
unobstructed,
unobtrusive,
unoccupied,
unofficial,
unopened,
unopposed,
unordered,
unorganized,
unorthodox,
unpack,
unpaid,
unpleasant,
unpopular,
unprecedented,zonder precedent
unpredictable,
unprepared,
unpretentious,
unproductive,
unprofitable,
unprotected,
unproven,
unpublished,
unquestionable,
unquestionably,
unquestioned,
unread,
unreal,
unrealistic,
unrecorded,
unregistered,
unregulated,
unrelated,
unrelenting,
unreliable,
unrepentant,
unrequited,
unresolved,
unrest,
unrestrained,
unrestricted,
unruly,
unsafe,
unsatisfactory,
unsatisfied,
unsavory,
unscathed,
unscientific,
unscrupulous,
unseat,
unseen,
unselfish,
unsettled,
unsightly,
unsophisticated,
unspeakable,
unspecified,
unstable,
unsteady,
unsuccessful,
unsuitable,
unsung,
unsupported,
unsurpassed,
unsuspecting,
unsustainable,
unsweetened,
unsympathetic,
untamed,
untenable,
untested,
unthinkable,
untidy,
untie,
untimely,ontijdig
untitled,
untold,
untouched,
untoward,
untrained,
untranslated,
untrue,
untrustworthy,
unused,ongebruikt
unusual,
unusually,
unveil,
unveiling,onthulling
unverified,
unwarranted,
unwary,
unwashed,
unwavering,
unwelcome,
unwell,
unwilling,
unwillingly,
unwillingness,
unwind,afwikkelen
unwise,
unwitting,
unwittingly,
unworthy,
unwritten,
unyielding,
upheaval,
uphill,
upholstery,
upland,
uplands,
uplift,verheffen
upper,bovenste
upright,rechtop
uprising,
uproar,
upset,van streek
upshot,
upstairs,boven
upstart,
upwards,
uranium,
urban,
urchin,
urge,aansporen
urgency,
urgent,urgent
urinalysis,
urn,
usage,gebruik
usefully,
usefulness,
useless,
usher,
usual,gebruikelijk
usurp,
usurped,
usury,
utensil,
utilitarian,
utility,utility
utilization,
utilize,
utmost,
utopian,
utterance,
utterly,
vacancy,vacature
vacation,vakantie
vaccination,vaccinatie
vaccine,vaccin
vacuolar,
vacuole,
vacuous,nietsdoend
vacuum,vacuüm
vague,vaag
vagueness,
vainly,
valance,
vale,dal
valet,kamerdienaar
valiant,dapper
validity,
valley,vallei
valor,dapperheid
valuable,waardevol
valuation,
valve,
vamp,bovenleer
vampire,vampier
van,busje
vane,blad
vanguard,voorhoede
vanilla,vanille
vanish,
vanished,
vanity,
vanquish,
vapor,
vara,
variable,veranderlijk
variance,
variation,variatie
variations,variaties
varicella,
varicose,
varied,
variegated,afwisselend
variety,verscheidenheid
vary,variëren
vascular,
vase,
vast,groot
vat,
vaudeville,
vault,
vaulted,
vaulting,
veal,kalfsvlees
vector,
veer,veer
vega,
vegetable,groente
vegetarian,
vegetarianism,
vegetation,
vegetative,
vehement,
vehicle,voertuig
veil,sluier
veiled,
vein,
veined,
vellum,
velocity,snelheid
velour,velours
velvet,fluwelen
velvety,
vena,
vendetta,
vendor,
veneer,fineerhout
venerable,eerbiedwaardig
veneration,
vengeance,
vengeful,
venison,
venom,
venomous,
venous,
vent,luchten
ventilation,
ventilator,
ventricle,
ventricular,
venture,onderneming
venue,plaats
veracity,waarheidsgetrouwheid
veranda,
verbal,verbaal
verbatim,
verbiage,
verbose,breedsprakig
verbosity,
verdant,
verdict,vonnis
verge,berm
verification,
verified,geverifieerd
verify,controleren
verily,voorwaar
veritable,waarachtig
vermin,ongedierte
vernacular,landstaal
vernal,lente-
veronica,
versatile,
versatility,
verse,vers
version,versie
versus,
vert,
vertebra,
vertebral,
vertex,
vertical,
vertically,
vertigo,duizeligheid
verve,
vesicle,
vesicular,
vessel,vaartuig
vest,vest
vested,
vestibule,
vestige,overblijfsel
vet,
veteran,
veterinarian,
veto,veto
viability,
viable,
viaduct,
vial,
vibrate,trillen
vibration,
vibratory,
vicar,
vicarious,plaatsvervangend
vice,vice
vicinity,nabijheid
vicious,verdorven
victim,slachtoffer
victimized,
victor,
victoria,
victorious,
victory,overwinning
videotape,
vie,
view,uitzicht
vigil,waken
vigilance,waakzaamheid
vigilant,
vignette,
vigor,kracht
vigorous,krachtig
viking,
villa,villa
village,dorp
villager,
villain,schurk
villainous,
vinaigrette,
vindicate,rechtvaardigen
vindicated,
vindication,
vindictive,
vinegar,azijn
vineyard,
viola,altviool
violation,
violence,geweld
violent,hevig
violently,
violet,violet
violin,viool
violinist,
viper,adder
virgin,maagd
virginity,
virology,
virtual,virtueel
virtually,
virtue,deugd
virtuoso,
virtuous,deugdzaam
